period,quarter,year,price_to_earning,price_to_book,roe,earning_per_share,equity_on_liability,asset_on_equity,equity_on_total_asset,roa,payable_on_equity,book_value_per_share_change,eps_change,book_value_per_share,company
2015-Q2,2,2015,16.9,1.2,0.073,295.0,0.1,16.4,0.061,0.005,15.4,0.014,0.026,4061.0,SHB
2015-Q1,1,2015,18.2,1.3,0.072,287.0,0.1,15.5,0.064,0.005,14.5,0.015,-0.062,4004.0,SHB
2024-Q4,4,2024,11.7,1.6,0.148,1692.0,0.1,9.3,0.107,0.016,8.3,0.036,0.013,12303.0,SSB
2024-Q3,3,2024,10.2,1.4,0.152,1671.0,0.1,8.5,0.117,0.018,7.5,0.031,0.022,11872.0,SSB
2024-Q2,2,2024,11.2,1.6,0.154,1635.0,0.1,8.6,0.117,0.018,7.6,0.038,0.156,11517.0,SSB
2024-Q1,1,2024,13.8,1.8,0.137,1414.0,0.1,8.6,0.116,0.016,7.6,0.042,0.095,11095.0,SSB
2023-Q4,4,2023,16.3,2.0,0.13,1292.0,0.1,8.8,0.114,0.015,7.8,0.058,0.097,10649.0,SSB
2023-Q3,3,2023,18.7,2.2,0.126,1178.0,0.1,8.7,0.115,0.014,7.7,0.033,-0.017,10062.0,SSB
2023-Q2,2,2023,19.9,2.4,0.133,1198.0,0.1,8.8,0.113,0.014,7.8,0.023,-0.116,9744.0,SSB
2023-Q1,1,2023,17.0,2.4,0.155,1356.0,0.1,9.1,0.11,0.016,8.1,0.029,-0.051,9520.0,SSB
2022-Q4,4,2022,16.8,2.6,0.181,1429.0,0.1,8.8,0.113,0.018,7.8,0.065,0.065,9252.0,SSB
2022-Q3,3,2022,16.7,2.6,0.187,1342.0,0.1,9.3,0.107,0.018,8.3,0.045,0.052,8684.0,SSB
2022-Q2,2,2022,18.1,2.8,0.188,1276.0,0.1,9.8,0.103,0.017,8.8,0.043,0.167,8309.0,SSB
2022-Q1,1,2022,21.3,2.9,0.168,1093.0,0.1,10.2,0.098,0.015,9.2,0.066,0.047,7968.0,SSB
2024-Q4,4,2024,18.4,2.0,0.114,1445.0,0.6,2.8,0.363,0.04,1.7,0.113,-0.03,13597.0,SSI
2024-Q3,3,2024,18.7,2.3,0.126,1489.0,0.6,2.8,0.362,0.048,1.7,-0.029,0.029,12220.0,SSI
2024-Q2,2,2024,18.3,2.1,0.122,1447.0,0.5,2.9,0.347,0.047,1.9,0.034,0.112,12589.0,SSI
2024-Q1,1,2024,23.1,2.5,0.109,1301.0,0.6,2.7,0.365,0.043,1.7,0.034,0.114,12172.0,SSI
2023-Q4,4,2023,21.9,2.2,0.101,1168.0,0.5,3.0,0.334,0.038,2.0,0.024,0.14,11774.0,SSI
2023-Q3,3,2023,24.2,2.2,0.09,1025.0,0.7,2.4,0.408,0.04,1.4,0.033,0.229,11502.0,SSI
2023-Q2,2,2023,24.1,1.8,0.091,834.0,0.8,2.3,0.436,0.035,1.3,-0.043,0.155,11137.0,SSI
2023-Q1,1,2023,22.4,1.4,0.075,722.0,0.8,2.3,0.433,0.028,1.3,0.026,-0.126,11639.0,SSI
2022-Q4,4,2022,16.1,1.2,0.089,825.0,0.8,2.3,0.426,0.031,1.3,0.01,-0.32,11338.0,SSI
2022-Q3,3,2022,12.2,1.3,0.14,1214.0,1.0,2.1,0.485,0.051,1.1,0.548,-0.127,11222.0,SSI
2022-Q2,2,2022,10.1,1.9,0.214,1391.0,0.5,3.0,0.329,0.064,2.0,-0.05,-0.083,7249.0,SSI
2022-Q1,1,2022,18.8,3.7,0.226,1518.0,0.4,3.3,0.299,0.068,2.3,-0.192,-0.156,7629.0,SSI
2021-Q4,4,2021,25.0,4.8,0.225,1798.0,0.4,3.6,0.279,0.062,2.6,0.178,0.297,9443.0,SSI
2021-Q3,3,2021,26.5,4.6,0.194,1386.0,0.3,4.0,0.252,0.056,2.9,0.06,0.195,8015.0,SSI
2021-Q2,2,2021,29.3,4.5,0.165,1160.0,0.4,3.7,0.271,0.051,2.7,-0.004,0.041,7562.0,SSI
2021-Q1,1,2021,17.3,2.5,0.162,1115.0,0.4,3.3,0.303,0.051,2.3,0.153,0.321,7593.0,SSI
2020-Q4,4,2020,23.8,3.1,0.131,844.0,0.4,3.6,0.274,0.04,2.6,0.04,0.146,6587.0,SSI
2020-Q3,3,2020,14.0,1.6,0.115,737.0,0.5,2.9,0.35,0.042,1.8,-0.031,0.073,6334.0,SSI
2020-Q2,2,2020,12.3,1.3,0.107,686.0,0.6,2.7,0.376,0.038,1.6,0.057,0.481,6540.0,SSI
2020-Q1,1,2020,12.3,0.9,0.075,463.0,0.5,3.0,0.335,0.026,2.0,-0.349,-0.482,6188.0,SSI
2019-Q4,4,2019,11.0,1.0,0.096,895.0,0.5,2.9,0.345,0.035,1.9,-0.033,0.014,9503.0,SSI
2019-Q3,3,2019,13.6,1.2,0.091,882.0,0.6,2.7,0.376,0.035,1.6,0.025,-0.112,9831.0,SSI
2019-Q2,2,2019,13.0,1.3,0.106,994.0,0.5,2.9,0.346,0.041,1.9,0.013,-0.102,9591.0,SSI
2019-Q1,1,2019,12.8,1.5,0.119,1107.0,0.6,2.7,0.372,0.047,1.7,0.024,-0.166,9471.0,SSI
2018-Q4,4,2018,10.5,1.5,0.148,1328.0,0.6,2.6,0.381,0.061,1.6,-0.038,-0.095,9251.0,SSI
2018-Q3,3,2018,11.5,1.8,0.158,1468.0,0.7,2.5,0.403,0.071,1.5,0.04,0.126,9614.0,SSI
2018-Q2,2,2018,11.1,1.6,0.144,1303.0,0.8,2.3,0.444,0.069,1.2,0.017,-0.002,9243.0,SSI
2018-Q1,1,2018,15.1,2.2,0.148,1306.0,0.8,2.3,0.428,0.072,1.3,0.046,0.104,9093.0,SSI
2017-Q4,4,2017,12.3,1.7,0.149,1182.0,0.8,2.2,0.455,0.073,1.2,-0.033,0.28,8691.0,SSI
2017-Q3,3,2017,13.2,1.4,0.112,924.0,1.1,2.0,0.509,0.058,0.9,0.011,-0.136,8983.0,SSI
2017-Q2,2,2017,12.6,1.5,0.134,1070.0,1.2,1.9,0.532,0.07,0.9,0.043,0.106,8882.0,SSI
2017-Q1,1,2017,12.0,1.4,0.125,967.0,1.3,1.8,0.559,0.069,0.8,0.183,0.121,8518.0,SSI
2016-Q4,4,2016,11.0,1.3,0.124,862.0,1.2,1.9,0.535,0.064,0.8,-0.039,-0.162,7200.0,SSI
2016-Q3,3,2016,10.1,1.4,0.148,1029.0,1.1,1.9,0.529,0.079,0.9,0.051,0.27,7490.0,SSI
2016-Q2,2,2016,11.9,1.4,0.121,810.0,1.1,1.9,0.518,0.065,0.9,0.032,-0.105,7124.0,SSI
2016-Q1,1,2016,10.8,1.4,0.141,905.0,1.2,1.8,0.541,0.079,0.8,0.033,0.097,6901.0,SSI
2015-Q4,4,2015,12.5,1.5,,825.0,1.0,2.0,0.49,0.073,1.0,0.054,0.237,6683.0,SSI
2015-Q3,3,2015,16.4,1.7,,667.0,1.2,1.9,0.533,0.06,0.8,0.026,-0.061,6342.0,SSI
2015-Q2,2,2015,14.4,1.7,,710.0,1.3,1.8,0.558,0.064,0.8,0.05,0.023,6183.0,SSI
2015-Q1,1,2015,12.3,1.4,,694.0,1.5,1.7,0.579,0.07,0.7,,-0.084,5886.0,SSI
2024-Q4,4,2024,7.2,1.3,0.2,5350.0,0.1,13.6,0.073,0.014,12.6,0.072,0.153,29159.0,STB
2024-Q3,3,2024,7.2,1.2,0.184,4640.0,0.1,13.7,0.073,0.013,12.7,0.045,0.069,27201.0,STB
2024-Q2,2,2024,6.6,1.1,0.18,4339.0,0.1,14.6,0.068,0.012,13.6,0.024,0.032,26033.0,STB
2024-Q1,1,2024,7.5,1.2,0.179,4206.0,0.1,14.5,0.069,0.012,13.5,0.048,0.027,25413.0,STB
2023-Q4,4,2023,6.8,1.2,0.183,4094.0,0.1,14.7,0.068,0.012,13.7,0.046,0.07,24259.0,STB
2023-Q3,3,2023,8.0,1.3,0.179,3824.0,0.1,14.9,0.067,0.012,13.9,0.046,0.062,23185.0,STB
2023-Q2,2,2023,8.3,1.3,0.175,3600.0,0.1,14.9,0.067,0.012,13.9,0.03,0.198,22168.0,STB
2023-Q1,1,2023,8.7,1.2,0.149,3005.0,0.1,14.7,0.068,0.01,13.7,0.05,0.124,21513.0,STB
2022-Q4,4,2022,8.4,1.1,0.138,2673.0,0.1,15.3,0.065,0.009,14.3,0.046,0.215,20489.0,STB
2022-Q3,3,2022,9.4,1.1,0.118,2199.0,0.1,15.3,0.065,0.008,14.3,0.032,0.16,19594.0,STB
2022-Q2,2,2022,11.3,1.1,0.108,1896.0,0.1,15.4,0.065,0.007,14.4,0.009,-0.08,18988.0,STB
2022-Q1,1,2022,15.4,1.7,0.119,2060.0,0.1,15.6,0.064,0.007,14.6,0.036,0.139,18820.0,STB
2021-Q4,4,2021,17.4,1.7,0.108,1809.0,0.1,15.2,0.066,0.007,14.2,0.026,0.006,18173.0,STB
2021-Q3,3,2021,14.3,1.5,0.11,1798.0,0.1,14.8,0.068,0.007,13.8,0.099,-0.022,17707.0,STB
2021-Q2,2,2021,16.6,1.9,0.12,1838.0,0.1,16.6,0.06,0.007,15.6,0.022,0.285,16116.0,STB
2021-Q1,1,2021,15.0,1.4,0.094,1430.0,0.1,16.7,0.06,0.006,15.7,0.027,0.006,15772.0,STB
2020-Q4,4,2020,11.9,1.1,0.096,1422.0,0.1,17.0,0.059,0.006,16.0,0.027,0.128,15359.0,STB
2020-Q3,3,2020,10.9,0.9,0.087,1260.0,0.1,17.2,0.058,0.005,16.2,0.028,-0.023,14960.0,STB
2020-Q2,2,2020,8.3,0.7,0.092,1290.0,0.1,17.6,0.057,0.005,16.6,-0.004,0.015,14559.0,STB
2020-Q1,1,2020,5.7,0.5,0.09,1271.0,0.1,16.7,0.06,0.005,15.7,-0.014,-0.066,14611.0,STB
2019-Q4,4,2019,7.4,0.7,0.096,1361.0,0.1,17.0,0.059,0.006,16.0,0.02,-0.118,14826.0,STB
2019-Q3,3,2019,6.8,0.7,0.111,1542.0,0.1,17.2,0.058,0.007,16.2,0.029,0.28,14542.0,STB
2019-Q2,2,2019,9.4,0.8,0.088,1205.0,0.1,17.2,0.058,0.005,16.2,0.001,-0.029,14137.0,STB
2019-Q1,1,2019,9.8,0.9,0.091,1240.0,0.1,16.7,0.06,0.006,15.7,0.034,0.25,14125.0,STB
2018-Q4,4,2018,12.0,0.9,0.075,992.0,0.1,16.5,0.061,0.005,15.5,0.036,0.343,13656.0,STB
2018-Q3,3,2018,18.3,1.0,0.057,738.0,0.1,17.0,0.059,0.003,16.0,0.006,-0.098,13184.0,STB
2018-Q2,2,2018,14.1,0.9,0.064,818.0,0.1,16.9,0.059,0.004,15.9,-0.001,0.087,13111.0,STB
2018-Q1,1,2018,20.6,1.2,0.058,753.0,0.1,16.1,0.062,0.004,15.1,0.019,0.159,13123.0,STB
2017-Q4,4,2017,19.8,1.0,0.051,650.0,0.1,15.9,0.063,0.003,14.9,0.02,0.658,12878.0,STB
2017-Q3,3,2017,31.9,1.0,0.031,392.0,0.1,16.0,0.063,0.002,15.0,0.013,0.286,12631.0,STB
2017-Q2,2,2017,45.2,1.1,0.025,304.0,0.1,15.8,0.063,0.002,14.8,-0.027,3.009,12465.0,STB
2017-Q1,1,2017,150.5,0.9,0.006,76.0,0.1,14.9,0.067,0.0,13.9,0.006,0.548,12814.0,STB
2016-Q4,4,2016,192.4,0.7,0.004,49.0,0.1,14.5,0.069,0.0,13.5,0.013,-1.24,12736.0,STB
2016-Q3,3,2016,-45.6,0.7,-0.017,-204.0,0.1,14.1,0.071,-0.001,13.1,0.033,10.886,12569.0,STB
2016-Q2,2,2016,-656.9,0.9,-0.002,-17.0,0.1,14.2,0.07,0.0,13.2,-0.032,-1.046,12171.0,STB
2016-Q1,1,2016,27.7,0.8,0.032,372.0,0.1,13.5,0.074,0.003,12.5,0.005,-0.414,12577.0,STB
2015-Q4,4,2015,20.6,1.0,0.056,635.0,0.1,13.0,0.077,0.005,12.0,0.158,-0.427,12518.0,STB
2015-Q3,3,2015,12.3,1.3,0.108,1109.0,0.1,10.9,0.092,0.01,9.9,0.029,-0.056,10812.0,STB
2015-Q2,2,2015,13.2,1.5,0.118,1176.0,0.1,11.1,0.09,0.011,10.1,0.013,-0.048,10511.0,STB
2015-Q1,1,2015,12.6,1.5,0.126,1235.0,0.1,10.6,0.094,0.012,9.6,0.035,0.007,10372.0,STB
2024-Q4,4,2024,8.9,1.3,0.156,3046.0,0.2,6.6,0.151,0.024,5.6,0.025,-0.047,20940.0,TCB
2024-Q3,3,2024,7.6,1.2,0.168,3197.0,0.2,6.4,0.156,0.026,5.4,0.042,0.052,20434.0,TCB
2024-Q2,2,2024,7.7,1.2,0.166,3038.0,0.2,6.6,0.153,0.026,5.6,0.005,0.088,19611.0,TCB
2024-Q1,1,2024,8.3,1.2,0.156,2792.0,0.2,6.4,0.156,0.025,5.4,0.047,0.096,19515.0,TCB
2023-Q4,4,2023,6.1,0.8,0.148,2548.0,0.2,6.5,0.155,0.023,5.5,0.035,0.052,18631.0,TCB
2023-Q3,3,2023,6.7,0.9,0.146,2421.0,0.2,6.1,0.163,0.024,5.1,0.038,-0.038,17994.0,TCB
2023-Q2,2,2023,6.2,0.9,0.158,2518.0,0.2,6.0,0.167,0.026,5.0,0.038,-0.07,17334.0,TCB
2023-Q1,1,2023,5.1,0.8,0.178,2709.0,0.2,6.1,0.163,0.029,5.1,0.04,-0.05,16697.0,TCB
2022-Q4,4,2022,4.4,0.8,0.197,2852.0,0.2,6.2,0.162,0.032,5.2,0.032,-0.049,16054.0,TCB
2022-Q3,3,2022,5.3,1.0,0.216,3000.0,0.2,6.1,0.164,0.035,5.1,0.052,0.047,15555.0,TCB
2022-Q2,2,2022,6.0,1.2,0.217,2864.0,0.2,6.0,0.167,0.036,5.0,0.06,0.057,14788.0,TCB
2022-Q1,1,2022,8.9,1.7,0.217,2709.0,0.2,6.2,0.16,0.036,5.2,-0.472,-0.471,13954.0,TCB
2021-Q4,4,2021,9.8,1.9,0.217,5120.0,0.2,6.1,0.164,0.036,5.1,0.053,0.037,26417.0,TCB
2021-Q3,3,2021,10.0,2.0,0.221,4939.0,0.2,6.1,0.163,0.037,5.1,0.053,0.077,25091.0,TCB
2021-Q2,2,2021,11.5,2.2,0.215,4587.0,0.2,6.0,0.166,0.036,5.0,0.061,0.133,23818.0,TCB
2021-Q1,1,2021,10.0,1.8,0.2,4049.0,0.2,5.9,0.171,0.033,4.9,0.058,0.156,22453.0,TCB
2020-Q4,4,2020,9.0,1.5,0.181,3504.0,0.2,5.9,0.17,0.03,4.9,0.057,0.081,21214.0,TCB
2020-Q3,3,2020,7.0,1.1,0.177,3241.0,0.2,5.7,0.176,0.03,4.7,0.047,0.05,20074.0,TCB
2020-Q2,2,2020,6.3,1.0,0.176,3086.0,0.2,5.9,0.17,0.029,4.9,0.044,0.039,19171.0,TCB
2020-Q1,1,2020,5.0,0.8,0.177,2970.0,0.2,6.1,0.165,0.029,5.1,0.039,0.035,18364.0,TCB
2019-Q4,4,2019,8.2,1.3,0.178,2869.0,0.2,6.2,0.162,0.029,5.2,0.053,0.083,17679.0,TCB
2019-Q3,3,2019,8.8,1.4,0.172,2648.0,0.2,6.2,0.16,0.027,5.2,0.046,0.056,16787.0,TCB
2019-Q2,2,2019,8.1,1.3,0.17,2507.0,0.2,6.4,0.156,0.027,5.4,0.046,0.036,16054.0,TCB
2019-Q1,1,2019,10.6,1.7,0.186,2420.0,0.2,6.1,0.165,0.028,5.1,0.04,0.004,15344.0,TCB
2018-Q4,4,2018,10.7,1.8,0.215,2410.0,0.2,6.2,0.161,0.029,5.2,0.047,-0.034,14749.0,TCB
2018-Q3,3,2018,11.7,2.1,0.254,2496.0,0.2,6.3,0.159,0.032,5.3,0.043,0.042,14093.0,TCB
2018-Q2,2,2018,12.8,2.3,0.243,2395.0,0.2,6.3,0.158,0.032,5.3,0.261,0.131,13509.0,TCB
2018-Q1,1,2018,,,0.255,2117.0,0.2,7.3,0.138,0.029,6.3,0.397,0.154,10713.0,TCB
2017-Q4,4,2017,,,0.277,1835.0,0.1,10.0,0.1,0.026,9.0,0.386,0.344,7670.0,TCB
2017-Q3,3,2017,,,0.251,1365.0,0.1,12.0,0.083,0.021,11.0,-0.107,0.166,5535.0,TCB
2017-Q2,2,2017,,,0.208,1170.0,0.1,10.7,0.094,0.018,9.7,0.053,0.088,6195.0,TCB
2017-Q1,1,2017,,,0.201,1076.0,0.1,11.3,0.089,0.018,10.3,0.052,0.183,5882.0,TCB
2016-Q4,4,2016,,,0.177,909.0,0.1,12.0,0.083,0.015,11.0,0.047,0.198,5591.0,TCB
2016-Q3,3,2016,,,0.153,759.0,0.1,11.9,0.084,0.013,10.9,0.057,0.302,5338.0,TCB
2016-Q2,2,2016,,,0.122,583.0,0.1,12.0,0.083,0.011,11.0,0.046,0.173,5051.0,TCB
2016-Q1,1,2016,,,0.108,497.0,0.1,11.7,0.085,0.009,10.7,0.026,0.102,4829.0,TCB
2015-Q4,4,2015,,,0.1,451.0,0.1,11.6,0.086,0.009,10.6,0.023,0.141,4707.0,TCB
2015-Q3,3,2015,,,0.09,395.0,0.1,10.8,0.092,0.008,9.8,0.026,0.211,4602.0,TCB
2015-Q2,2,2015,,,0.075,326.0,0.1,11.0,0.091,0.007,10.0,0.03,0.317,4487.0,TCB
2015-Q1,1,2015,,,0.059,247.0,0.1,11.7,0.085,0.005,10.7,0.02,-0.196,4356.0,TCB
2024-Q4,4,2024,7.0,1.1,0.173,2298.0,0.1,11.1,0.09,0.016,10.1,0.035,0.249,14230.0,TPB
2024-Q3,3,2024,9.3,1.3,0.142,1840.0,0.1,10.6,0.094,0.013,9.6,0.02,0.025,13744.0,TPB
2024-Q2,2,2024,8.0,1.1,0.142,1794.0,0.1,10.2,0.098,0.013,9.2,0.041,0.051,13478.0,TPB
2024-Q1,1,2024,9.1,1.2,0.133,1708.0,0.1,10.4,0.096,0.013,9.4,0.044,0.011,12941.0,TPB
2023-Q4,4,2023,8.4,1.1,0.137,1689.0,0.1,10.9,0.092,0.013,9.9,0.011,-0.187,12393.0,TPB
2023-Q3,3,2023,7.0,1.2,0.174,2077.0,0.1,10.6,0.094,0.017,9.6,0.045,-0.076,12257.0,TPB
2023-Q2,2,2023,6.5,1.2,0.198,2247.0,0.1,11.1,0.09,0.018,10.1,-0.08,-0.069,11728.0,TPB
2023-Q1,1,2023,5.4,1.0,0.209,2412.0,0.1,10.2,0.098,0.02,9.2,0.044,0.018,12741.0,TPB
2022-Q4,4,2022,4.7,0.9,0.215,2369.0,0.1,10.2,0.098,0.02,9.2,0.052,0.034,12202.0,TPB
2022-Q3,3,2022,5.7,1.1,0.219,2292.0,0.1,10.4,0.097,0.021,9.4,0.056,0.11,11596.0,TPB
2022-Q2,2,2022,6.9,1.3,0.221,2064.0,0.1,10.7,0.093,0.02,9.7,0.059,0.093,10979.0,TPB
2022-Q1,1,2022,11.2,2.0,0.22,1889.0,0.1,11.1,0.09,0.019,10.1,-0.122,-0.139,10363.0,TPB
2021-Q4,4,2021,12.1,2.3,0.226,2193.0,0.1,11.3,0.089,0.019,10.3,0.05,0.049,11803.0,TPB
2021-Q3,3,2021,14.7,2.7,0.229,2091.0,0.1,10.5,0.095,0.02,9.5,0.221,0.074,11245.0,TPB
2021-Q2,2,2021,14.0,3.0,0.247,1947.0,0.1,11.9,0.084,0.02,10.9,0.13,0.117,9211.0,TPB
2021-Q1,1,2021,11.8,2.5,0.241,1743.0,0.1,12.0,0.083,0.02,11.0,-0.23,-0.214,8152.0,TPB
2020-Q4,4,2020,8.9,1.9,0.235,2218.0,0.1,12.3,0.081,0.019,11.3,0.085,-0.022,10585.0,TPB
2020-Q3,3,2020,6.3,1.5,0.263,2269.0,0.1,12.5,0.08,0.021,11.5,0.067,0.048,9760.0,TPB
2020-Q2,2,2020,5.8,1.4,0.266,2165.0,0.1,12.5,0.08,0.021,11.5,0.044,0.064,9148.0,TPB
2020-Q1,1,2020,5.1,1.2,0.256,2036.0,0.1,12.7,0.078,0.02,11.7,0.06,0.041,8764.0,TPB
2019-Q4,4,2019,8.8,2.1,0.261,1956.0,0.1,12.6,0.079,0.021,11.6,0.098,0.269,8265.0,TPB
2019-Q3,3,2019,11.9,2.4,0.22,1540.0,0.1,12.9,0.077,0.017,11.9,0.056,0.069,7529.0,TPB
2019-Q2,2,2019,13.0,2.6,0.218,1441.0,0.1,12.9,0.077,0.017,11.9,-0.005,0.156,7132.0,TPB
2019-Q1,1,2019,13.9,2.4,0.212,1247.0,0.1,12.3,0.081,0.015,11.3,-0.211,-0.19,7170.0,TPB
2018-Q4,4,2018,10.6,1.8,0.208,1539.0,0.1,12.8,0.078,0.014,11.8,0.043,0.17,9082.0,TPB
2018-Q3,3,2018,12.7,1.9,0.185,1315.0,0.1,12.4,0.08,0.013,11.4,0.057,0.181,8707.0,TPB
2018-Q2,2,2018,15.8,2.1,0.166,1113.0,0.1,13.1,0.076,0.011,12.1,0.327,0.116,8241.0,TPB
2018-Q1,1,2018,,,0.178,998.0,0.1,16.7,0.06,0.01,15.7,0.09,0.341,6211.0,TPB
2017-Q4,4,2017,,,0.141,744.0,0.1,18.6,0.054,0.008,17.6,0.039,0.031,5698.0,TPB
2024-Q4,4,2024,16.4,2.8,0.184,4048.0,0.1,10.5,0.095,0.017,9.5,0.046,-0.023,23810.0,VCB
2024-Q3,3,2024,14.9,2.7,0.198,4143.0,0.1,10.2,0.098,0.019,9.2,0.047,0.039,22774.0,VCB
2024-Q2,2,2024,14.3,2.6,0.2,3988.0,0.1,10.5,0.095,0.018,9.5,0.047,0.021,21745.0,VCB
2024-Q1,1,2024,16.3,3.1,0.205,3904.0,0.1,10.2,0.098,0.018,9.2,0.03,-0.012,20777.0,VCB
2023-Q4,4,2023,13.6,2.7,0.216,3953.0,0.1,10.9,0.092,0.018,9.9,0.058,-0.017,20171.0,VCB
2023-Q3,3,2023,14.6,3.1,0.234,4021.0,0.1,10.9,0.092,0.02,9.9,0.048,0.037,19058.0,VCB
2023-Q2,2,2023,14.6,3.1,0.236,3877.0,0.1,11.2,0.089,0.02,10.2,0.051,0.048,18191.0,VCB
2023-Q1,1,2023,14.0,3.0,0.236,3700.0,0.1,12.8,0.078,0.019,11.8,-0.299,-0.308,17312.0,VCB
2022-Q4,4,2022,12.7,2.7,0.24,5348.0,0.1,13.1,0.076,0.019,12.1,0.075,0.128,24688.0,VCB
2022-Q3,3,2022,13.1,2.7,0.223,4742.0,0.1,12.8,0.078,0.017,11.8,0.044,0.059,22971.0,VCB
2022-Q2,2,2022,14.1,2.9,0.22,4478.0,0.1,13.0,0.077,0.017,12.0,0.05,0.086,22005.0,VCB
2022-Q1,1,2022,16.9,3.3,0.212,4125.0,0.1,12.5,0.08,0.017,11.5,0.053,0.052,20947.0,VCB
2021-Q4,4,2021,17.0,3.4,0.209,3919.0,0.1,12.7,0.079,0.016,11.7,0.015,0.037,19890.0,VCB
2021-Q3,3,2021,19.9,3.8,0.208,3779.0,0.1,12.6,0.079,0.016,11.6,0.044,0.029,19596.0,VCB
2021-Q2,2,2021,24.5,4.8,0.211,3671.0,0.1,12.4,0.08,0.016,11.4,0.039,-0.031,18775.0,VCB
2021-Q1,1,2021,19.4,4.1,0.228,3787.0,0.1,12.7,0.079,0.017,11.7,-0.135,-0.028,18072.0,VCB
2020-Q4,4,2020,19.4,3.6,0.2,3897.0,0.1,13.4,0.074,0.014,12.4,0.056,0.074,20889.0,VCB
2020-Q3,3,2020,17.8,3.3,0.197,3629.0,0.1,12.7,0.079,0.015,11.7,0.045,-0.058,19772.0,VCB
2020-Q2,2,2020,16.0,3.3,0.22,3852.0,0.1,13.2,0.076,0.016,12.2,0.053,0.014,18928.0,VCB
2020-Q1,1,2020,12.5,2.6,0.228,3800.0,0.1,13.5,0.074,0.016,12.5,-0.008,-0.029,17976.0,VCB
2019-Q4,4,2019,22.9,4.9,0.248,3912.0,0.1,14.3,0.07,0.016,13.3,0.054,-0.045,18119.0,VCB
2019-Q3,3,2019,19.7,4.7,0.272,4097.0,0.1,14.2,0.07,0.018,13.2,0.065,0.122,17198.0,VCB
2019-Q2,2,2019,19.0,4.3,0.256,3651.0,0.1,14.7,0.068,0.016,13.7,0.047,0.091,16143.0,VCB
2019-Q1,1,2019,19.8,4.3,0.246,3348.0,0.1,14.7,0.068,0.015,13.7,-0.105,-0.152,15423.0,VCB
2018-Q4,4,2018,13.3,3.1,0.249,3947.0,0.1,16.8,0.06,0.014,15.8,0.038,0.211,17225.0,VCB
2018-Q3,3,2018,18.8,3.7,0.209,3258.0,0.1,16.2,0.062,0.013,15.2,0.05,0.07,16588.0,VCB
2018-Q2,2,2018,18.5,3.6,0.205,3045.0,0.1,16.7,0.06,0.012,15.7,0.045,0.088,15800.0,VCB
2018-Q1,1,2018,24.4,4.5,0.196,2800.0,0.1,17.9,0.056,0.012,16.9,0.037,0.143,15116.0,VCB
2017-Q4,4,2017,21.5,3.6,0.176,2450.0,0.1,19.1,0.052,0.01,18.1,-0.003,0.117,14577.0,VCB
2017-Q3,3,2017,16.6,2.5,0.16,2193.0,0.1,16.6,0.06,0.01,15.6,0.041,0.067,14625.0,VCB
2017-Q2,2,2017,17.8,2.6,0.152,2056.0,0.1,16.3,0.061,0.01,15.3,0.036,0.06,14050.0,VCB
2017-Q1,1,2017,18.1,2.6,0.148,1939.0,0.1,15.8,0.063,0.01,14.8,0.021,0.054,13565.0,VCB
2016-Q4,4,2016,18.3,2.5,0.144,1840.0,0.1,16.0,0.063,0.009,15.0,0.037,0.012,13291.0,VCB
2016-Q3,3,2016,20.0,2.8,0.148,1819.0,0.1,15.5,0.064,0.01,14.5,-0.021,0.074,12817.0,VCB
2016-Q2,2,2016,19.3,2.5,0.134,1693.0,0.1,14.0,0.072,0.01,13.0,0.03,0.044,13097.0,VCB
2016-Q1,1,2016,17.4,2.2,0.132,1622.0,0.1,14.0,0.071,0.01,13.0,0.026,0.133,12712.0,VCB
2015-Q4,4,2015,21.1,2.4,0.118,1432.0,0.1,14.7,0.068,0.009,13.7,0.045,0.075,12394.0,VCB
2015-Q3,3,2015,22.2,2.5,0.113,1333.0,0.1,14.0,0.071,0.009,13.0,-0.037,0.028,11864.0,VCB
2015-Q2,2,2015,25.9,2.7,0.107,1297.0,0.1,12.6,0.079,0.009,11.6,0.027,0.058,12315.0,VCB
2015-Q1,1,2015,19.3,2.0,0.103,1226.0,0.1,12.1,0.082,0.009,11.1,0.007,-0.008,11993.0,VCB
2024-Q4,4,2024,6.2,1.0,0.164,7590.0,0.6,2.8,0.36,0.062,1.5,0.01,0.523,49199.0,VHM
2024-Q3,3,2024,8.6,0.9,0.108,4983.0,0.7,2.6,0.381,0.043,1.4,0.041,-0.121,48724.0,VHM
2024-Q2,2,2024,6.6,0.8,0.13,5671.0,0.7,2.6,0.39,0.053,1.4,0.055,0.054,46809.0,VHM
2024-Q1,1,2024,8.0,1.0,0.13,5378.0,0.7,2.5,0.392,0.052,1.4,0.018,-0.333,44370.0,VHM
2023-Q4,4,2023,5.4,1.0,0.205,8064.0,0.7,2.5,0.4,0.082,1.5,0.008,-0.197,43588.0,VHM
2023-Q3,3,2023,4.5,1.1,0.263,10037.0,0.8,2.3,0.426,0.109,1.3,0.064,-0.084,43231.0,VHM
2023-Q2,2,2023,5.0,1.4,0.313,10962.0,0.8,2.3,0.427,0.127,1.3,0.062,0.251,40637.0,VHM
2023-Q1,1,2023,5.9,1.3,0.251,8765.0,0.7,2.4,0.416,0.118,1.4,0.087,0.258,38270.0,VHM
2022-Q4,4,2022,6.9,1.4,0.21,6969.0,0.7,2.5,0.4,0.097,1.4,0.066,-0.095,35210.0,VHM
